Cell	ImmClassifier_prediction
PTC140.0322	L:unconvT:MAIT
PTC141.0322	L:NK
PTC142.0322	L:B
PTC144.0322	L:unconvT:MAIT
PTC145.0322	L:T:CD8:TRM
PTC147.0322	L:T:CD8:EMRA
PTC148.0322	L:unconvT:MAIT
PTC149.0322	L:T:CD8:EM
PTC150.0322	L:T:CD8:TRM
PTC152.0322	L:NK
PTC153.0322	L:T:CD8:EMRA
PTC157.0322	L:T:CD4:Naive
PTC158.0322	L:T:CD4:Treg
PTC159.0322	L:T:CD8:TRM
PTC167.0322	L:T:CD8:EM
PTC168.0322	L:T:CD8:EMRA
PTC169.0322	L:T:CD8:EM
PTC170.0322	L:unconvT:MAIT
PTC172.0322	L:T:CD8:Naive
PTC173.0322	L:T:CD8:EMRA
PTC174.0322	L:T:CD8:EM
PTC175.0322	L:T:CD8:Naive
PTC179.0322	L:unconvT:MAIT
PTC180.0322	L:T:CD8:Ex
PTC181.0322	L:T:CD8:EM
PTC189.0322	L:T:CD8:TRM
PTC190.0322	L:T:CD8:EM
PTC97.0322	L:NK
PTC98.0322	L:T:CD8:TRM
PTC99.0322	L:unconvT:MAIT
PTH117.0322	L:T:CD4:Treg
PTH118.0322	L:T:CD4:TRM
PTH119.0322	L:T:CD4:Treg
PTH120.0322	L:T:CD4:TRM
PTH121.0322	L:T:CD4:Treg
PTH122.0322	L:NK
PTH123.0322	L:T:CD4:Treg
PTH124.0322	L:NK
PTH125.0322	L:T:CD4:Treg
PTR1.0322	L:T:CD4:Treg
PTR12.0322	L:T:CD4:Treg
PTR14.0322	L:T:CD4:Treg
PTR17.0322	L:T:CD4:Treg
PTR19.0322	L:T:CD4:Treg
PTR35.0322	L:T:CD4:Treg
PTR37.0322	L:T:CD4:Treg
PTR38.0322	L:T:CD4:Treg
PTR4.0322	L:B
PTR41.0322	L:T:CD4:Treg
PTR43.0322	L:T:CD4:Treg
PTR44.0322	L:T:CD4:Treg
PTR45.0322	L:T:CD4:Treg
PTR46.0322	L:T:CD4:Treg
PTR47.0322	L:T:CD4:Naive
PTR48.0322	L:T:CD4:Treg
PTR49.0322	L:T:CD4:Treg
PTR50.0322	L:T:CD4:Treg
PTR5.0322	L:T:CD4:Treg
PTR52.0322	L:T:CD4:Treg
PTR53.0322	L:T:CD4:Treg
PTR54.0322	L:T:CD4:CM
PTR55.0322	L:T:CD4:Treg
PTR56.0322	L:T:CD4:Treg
PTR57.0322	L:T:CD4:Treg
PTR59.0322	L:B
PTR6.0322	L:T:CD4:Treg
PTR64.0322	L:T:CD4:Treg
PTR7.0322	L:T:CD4:Treg
PTR73.0322	L:B
PTR74.0322	L:T:CD4:Treg
PTR78.0322	L:T:CD4:Treg
PTR81.0322	L:T:CD4:Treg
PTR84.0322	L:T:CD4:Treg
PTR85.0322	L:T:CD4:Treg
PTR87.0322	L:T:CD4:Treg
PTR88.0322	L:T:CD4:Treg
PTR89.0322	L:T:CD4:Treg
PTR90.0322	L:T:CD4:Treg
PTR92.0322	L:T:CD4:Treg
PTR93.0322	L:T:CD4:Treg
PTR94.0322	L:T:CD4:Treg
PTR96.0322	L:T:CD4:Treg
TTC10.0322	L:T:CD4:Ex
TTC1.0322	L:unconvT:MAIT
TTC11.0322	L:NK
TTC12.0322	L:NK
TTC17.0322	L:unconvT:MAIT
TTC18.0322	L:T:CD8:TRM
TTC19.0322	L:NK
TTC20.0322	L:unconvT:MAIT
TTC2.0322	L:unconvT:MAIT
TTC25.0322	L:T:CD8:TRM
TTC26.0322	L:T:CD8:TRM
TTC27.0322	L:NK
TTC28.0322	L:T:CD8:TRM
TTC3.0322	L:T:CD4:Ex
TTC9.0322	L:unconvT:MAIT
TTH1.0322	L:T:CD4:TRM
NTC112.0322	L:T:CD8:EM
NTC113.0322	L:unconvT:MAIT
NTC153.0322	L:unconvT:MAIT
NTC154.0322	L:T:CD8:TRM
NTH101.0322	L:T:CD8:TRM
NTH102.0322	L:T:CD4:Treg
NTH103.0322	L:T:CD8:TRM
NTH104.0322	L:B
NTH105.0322	L:T:CD4:TRM
NTH106.0322	L:T:CD4:Naive
NTH107.0322	L:T:CD4:EM
NTH108.0322	L:T:CD4:Treg
NTH109.0322	L:T:CD4:EM
NTH111.0322	L:T:CD8:EMRA
NTH112.0322	L:unconvT:MAIT
NTH113.0322	L:T:CD4:Treg
NTH114.0322	L:T:CD4:TRM
NTH115.0322	L:T:CD4:Tfh
NTH117.0322	L:T:CD4:EM
NTH118.0322	L:NK
NTH119.0322	L:NK
NTH120.0322	L:unconvT:MAIT
NTH121.0322	L:T:CD4:Treg
NTH122.0322	L:T:CD4:CM
NTH123.0322	L:T:CD4:EM
NTH124.0322	L:T:CD4:TRM
NTH125.0322	L:T:CD4:TRM
NTH126.0322	L:T:CD8:EMRA
NTH127.0322	L:T:CD8:TRM
NTH128.0322	L:T:CD4:TRM
NTH129.0322	L:T:CD4:Naive
NTH130.0322	L:T:CD8:EM
NTH131.0322	L:T:CD8:TRM
NTH133.0322	L:T:CD4:TRM
NTH134.0322	L:T:CD8:EM
NTH135.0322	L:B:PC
NTH136.0322	L:T:CD8:TRM
NTH137.0322	L:T:CD4:TRM
NTH138.0322	L:T:CD8:Ex
NTH139.0322	L:T:CD8:Ex
NTH140.0322	L:unconvT:MAIT
NTH141.0322	L:NK
NTH143.0322	L:T:CD4:Treg
NTH144.0322	L:T:CD4:TRM
NTH145.0322	L:B:PC
NTH146.0322	L:T:CD4:Treg
NTH147.0322	L:T:CD8:EMRA
NTH148.0322	L:NK
NTH150.0322	L:unconvT:MAIT
NTH151.0322	L:T:CD4:Treg
NTH152.0322	L:NK
NTH153.0322	L:T:CD4:Naive
NTH154.0322	L:T:CD4:Treg
NTH155.0322	L:T:CD8:EM
NTH156.0322	L:T:CD4:Treg
NTH157.0322	L:T:CD4:TRM
NTH158.0322	L:T:CD4:Treg
NTH159.0322	L:unconvT:MAIT
NTH160.0322	L:T:CD4:Treg
NTH161.0322	L:unconvT:MAIT
NTH162.0322	L:T:CD8:TRM
NTH164.0322	L:T:CD4:Treg
NTH165.0322	L:T:CD4:Naive
NTH167.0322	L:T:CD4:EM
NTH168.0322	L:T:CD4:TRM
NTH169.0322	L:T:CD4:EM
NTH170.0322	L:T:CD4:TRM
NTH171.0322	L:B
NTH172.0322	L:T:CD8:Naive
NTH173.0322	L:T:CD4:EM
NTH174.0322	L:T:CD4:Treg
NTH175.0322	L:T:CD4:Treg
NTH176.0322	L:B
NTH177.0322	L:T:CD4:Treg
NTH178.0322	L:T:CD8:TRM
NTH179.0322	L:T:CD4:Treg
NTH180.0322	L:T:CD4:TRM
NTH181.0322	L:T:CD4:TRM
NTH97.0322	L:NK
NTH98.0322	L:T:CD4:Treg
NTH99.0322	L:T:CD8:EM
PTC118.0322	L:T:CD8:TRM
PTC121.0322	L:T:CD8:EM
PTC128.0322	L:T:CD4:TRM
PTC143.0322	L:T:CD4:Treg
PTC146.0322	L:T:CD8:EM
PTC151.0322	L:unconvT:MAIT
PTC154.0322	L:unconvT:MAIT
PTC155.0322	L:NK
PTC156.0322	L:T:CD8:TRM
PTC161.0322	L:NK
PTC162.0322	L:unconvT:MAIT
PTC163.0322	L:T:CD8:EM
PTC164.0322	L:T:CD8:EM
PTC165.0322	L:T:CD4:Naive
PTC166.0322	L:T:CD8:Naive
PTC171.0322	L:T:CD8:Naive
PTC176.0322	L:NK
PTC177.0322	L:T:CD8:EM
PTC178.0322	L:T:CD8:EM
PTC182.0322	L:T:CD8:EM
PTC183.0322	L:T:CD8:Naive
PTC184.0322	L:T:CD4:Naive
PTC185.0322	L:T:CD8:EM
PTC186.0322	L:T:CD8:Ex
PTC187.0322	L:unconvT:MAIT
PTC188.0322	L:T:CD8:Naive
PTC191.0322	L:T:CD8:EM
PTC192.0322	L:T:CD8:EM
PTH141.0322	L:T:CD8:EM
PTH144.0322	L:T:CD4:CM
PTH147.0322	L:T:CD4:Treg
PTH150.0322	L:NK
PTH151.0322	L:T:CD4:Treg
PTH152.0322	L:T:CD4:Treg
PTH154.0322	L:T:CD4:Treg
PTH156.0322	L:T:CD4:Treg
PTH157.0322	L:T:CD4:Treg
PTR10.0322	L:T:CD4:Treg
PTR11.0322	L:B
PTR15.0322	L:T:CD4:Treg
PTR16.0322	L:T:CD4:Treg
PTR18.0322	L:T:CD4:Treg
PTR2.0322	L:B
PTR3.0322	L:T:CD4:Treg
PTR33.0322	L:T:CD4:CM
PTR34.0322	L:T:CD4:Treg
PTR36.0322	L:T:CD4:CM
PTR39.0322	L:T:CD4:Treg
PTR40.0322	L:T:CD4:Treg
PTR42.0322	L:T:CD4:Treg
PTR51.0322	L:B
PTR58.0322	L:B
PTR61.0322	L:T:CD4:Treg
PTR62.0322	L:T:CD4:Treg
PTR63.0322	L:T:CD4:Treg
PTR75.0322	L:T:CD4:Treg
PTR76.0322	L:T:CD4:Treg
PTR77.0322	L:T:CD4:Treg
PTR79.0322	L:T:CD4:Treg
PTR80.0322	L:B:PC
PTR82.0322	L:T:CD4:Treg
PTR83.0322	L:T:CD4:Treg
PTR86.0322	L:T:CD4:Treg
PTR9.0322	L:T:CD4:Treg
PTR91.0322	L:T:CD4:Treg
PTR95.0322	L:T:CD4:Treg
TTH35.0322	L:T:CD4:TRM
TTH36.0322	L:T:CD8:TRM
TTH37.0322	L:T:CD4:Treg
TTH39.0322	L:T:CD4:Treg
TTH40.0322	L:T:CD4:TRM
TTH43.0322	L:T:CD4:Treg
TTH44.0322	L:T:CD4:TRM
TTH45.0322	L:T:CD4:Ex
TTH46.0322	L:T:CD8:TRM
TTH48.0322	L:T:CD4:TRM
TTH49.0322	L:T:CD8:EM
TTH50.0322	L:T:CD4:Treg
TTH51.0322	L:T:CD4:Treg
TTH52.0322	L:NK
TTH54.0322	L:T:CD4:Ex
TTH55.0322	L:NK
TTH56.0322	L:B:PC
TTH59.0322	L:T:CD4:Treg
TTH60.0322	L:T:CD4:Treg
TTH61.0322	L:T:CD4:TRM
TTH62.0322	L:T:CD4:TRM
TTH65.0322	L:T:CD4:Treg
TTH66.0322	L:NK
TTH67.0322	L:T:CD4:Treg
TTH68.0322	L:T:CD4:Tfh
TTH69.0322	L:T:CD4:TRM
TTH70.0322	L:T:CD4:Ex
TTH71.0322	L:T:CD4:Treg
TTH73.0322	L:unconvT:MAIT
TTH76.0322	L:T:CD4:Treg
TTH79.0322	L:T:CD4:TRM
TTH80.0322	L:T:CD4:Treg
TTH82.0322	L:T:CD4:TRM
TTH84.0322	L:T:CD8:EMRA
TTH85.0322	L:T:CD8:EMRA
TTH86.0322	L:T:CD8:EMRA
TTH87.0322	L:T:CD4:Treg
TTH88.0322	L:T:CD4:Treg
TTH89.0322	L:NK
TTH90.0322	L:T:CD4:Treg
TTH91.0322	L:T:CD8:TRM
TTH92.0322	L:T:CD4:TRM
TTH93.0322	L:NK
TTH95.0322	L:T:CD4:Treg
TTH96.0322	L:T:CD4:Treg
NTH183.0322	L:B
NTH184.0322	L:T:CD4:Treg
NTH185.0322	L:NK
NTH186.0322	L:NK
NTH187.0322	L:T:CD4:CM
NTH188.0322	L:T:CD8:TRM
NTH189.0322	L:T:CD8:TRM
NTH190.0322	L:T:CD4:CM
NTH191.0322	L:T:CD8:EMRA
NTH192.0322	L:T:CD4:Treg
PTH10.0322	L:T:CD4:Naive
PTH1.0322	L:T:CD4:Treg
PTH11.0322	L:T:CD4:Treg
PTH12.0322	L:T:CD4:CM
PTH126.0322	L:T:CD4:TRM
PTH127.0322	L:T:CD4:Treg
PTH128.0322	L:B
PTH129.0322	L:T:CD4:CM
PTH130.0322	L:NK
PTH13.0322	L:T:CD4:Treg
PTH131.0322	L:T:CD4:TRM
PTH132.0322	L:NK
PTH134.0322	L:T:CD8:TRM
PTH135.0322	L:T:CD4:Treg
PTH136.0322	L:T:CD4:CM
PTH137.0322	L:T:CD4:Naive
PTH138.0322	L:B
PTH139.0322	L:T:CD4:Treg
PTH140.0322	L:T:CD4:Treg
PTH14.0322	L:T:CD4:Treg
PTH142.0322	L:T:CD4:Treg
PTH143.0322	L:T:CD4:Treg
PTH145.0322	L:T:CD4:Treg
PTH146.0322	L:NK
PTH148.0322	L:T:CD8:TRM
PTH149.0322	L:T:CD4:Treg
PTH15.0322	L:T:CD8:EMRA
PTH155.0322	L:B
PTH158.0322	L:T:CD4:Tfh
PTH159.0322	L:T:CD4:Treg
PTH160.0322	L:T:CD4:Treg
PTH16.0322	L:T:CD4:Treg
PTH161.0322	L:T:CD4:CM
PTH166.0322	L:T:CD4:Treg
PTH168.0322	L:T:CD4:Naive
PTH169.0322	L:T:CD4:Naive
PTH178.0322	L:T:CD8:TRM
PTH179.0322	L:T:CD8:EMRA
PTH185.0322	L:T:CD4:Treg
PTH186.0322	L:T:CD4:CM
PTH189.0322	L:T:CD4:Naive
PTH190.0322	L:T:CD4:Treg
PTH20.0322	L:T:CD4:EM
PTH2.0322	L:NK
PTH24.0322	L:T:CD4:Naive
PTH26.0322	L:T:CD4:Naive
PTH27.0322	L:NK
PTH30.0322	L:T:CD4:Treg
PTH3.0322	L:T:CD4:Treg
PTH31.0322	L:B
PTH4.0322	L:T:CD4:Treg
PTH5.0322	L:B
PTH6.0322	L:NK
PTH8.0322	L:NK
PTH9.0322	L:T:CD4:Treg
TTH100.0322	L:T:CD4:Naive
TTH101.0322	L:T:CD4:CM
TTH102.0322	L:T:CD4:Naive
TTH103.0322	L:T:CD8:CM
TTH106.0322	L:T:CD4:CM
TTH107.0322	L:T:CD4:CM
TTH108.0322	L:T:CD4:Treg
TTH110.0322	L:T:CD4:CM
TTH111.0322	L:T:CD4:TRM
TTH112.0322	L:B
TTH113.0322	L:T:CD4:EM
TTH114.0322	L:T:CD4:EM
TTH116.0322	L:T:CD8:TRM
TTH117.0322	L:T:CD4:Naive
TTH120.0322	L:T:CD4:EM
TTH121.0322	L:T:CD8:TRM
TTH122.0322	L:T:CD4:EM
TTH123.0322	L:T:CD4:EM
TTH127.0322	L:T:CD4:Naive
TTH128.0322	L:T:CD8:EM
TTH129.0322	L:T:CD4:EM
TTH132.0322	L:T:CD4:CM
TTH133.0322	L:T:CD4:EM
TTH136.0322	L:T:CD4:Treg
TTH137.0322	L:T:CD4:EM
TTH139.0322	L:T:CD8:EMRA
TTH141.0322	L:T:CD8:Naive
TTH142.0322	L:T:CD4:Naive
TTH143.0322	L:T:CD4:Naive
TTH97.0322	L:T:CD4:EM
TTH98.0322	L:T:CD4:CM
TTH99.0322	L:T:CD4:Treg
TTR100.0322	L:T:CD4:Treg
TTR10.0322	L:T:CD4:Treg
TTR101.0322	L:T:CD4:Treg
TTR102.0322	L:T:CD4:Treg
TTR103.0322	L:T:CD4:Treg
TTR104.0322	L:T:CD4:Treg
TTR105.0322	L:T:CD4:Treg
TTR106.0322	L:T:CD4:Treg
TTR107.0322	L:T:CD4:Treg
TTR108.0322	L:T:CD4:Treg
TTR109.0322	L:T:CD4:Treg
TTR110.0322	L:T:CD4:Treg
TTR111.0322	L:T:CD4:Treg
TTR112.0322	L:T:CD4:Treg
TTR12.0322	L:T:CD4:Ex
TTR14.0322	L:T:CD4:Treg
TTR15.0322	L:T:CD4:Treg
TTR18.0322	L:T:CD4:Treg
TTR20.0322	L:T:CD4:Treg
TTR2.0322	L:T:CD4:Treg
TTR22.0322	L:T:CD4:Treg
TTR23.0322	L:B
TTR25.0322	L:T:CD4:Treg
TTR26.0322	L:T:CD4:Treg
TTR28.0322	L:T:CD4:Treg
TTR29.0322	L:T:CD4:Treg
TTR30.0322	L:T:CD4:Treg
TTR3.0322	L:T:CD4:Treg
TTR32.0322	L:T:CD4:Treg
TTR33.0322	L:T:CD4:Treg
TTR34.0322	L:T:CD4:Treg
TTR35.0322	L:T:CD4:Treg
TTR36.0322	L:T:CD4:Treg
TTR37.0322	L:T:CD4:Treg
TTR38.0322	L:T:CD4:Treg
TTR39.0322	L:T:CD4:Treg
TTR40.0322	L:T:CD4:Treg
TTR41.0322	L:T:CD4:Treg
TTR42.0322	L:T:CD4:Treg
TTR43.0322	L:T:CD4:Treg
TTR44.0322	L:T:CD4:Treg
TTR45.0322	L:T:CD4:TRM
TTR46.0322	L:T:CD4:Treg
TTR47.0322	L:T:CD4:Treg
TTR48.0322	L:T:CD4:Treg
TTR49.0322	L:T:CD4:Treg
TTR50.0322	L:T:CD4:Treg
TTR5.0322	L:T:CD4:Treg
TTR51.0322	L:T:CD4:Treg
TTR52.0322	L:T:CD4:Treg
TTR53.0322	L:T:CD4:Treg
TTR54.0322	L:T:CD4:Treg
TTR55.0322	L:T:CD4:Treg
TTR56.0322	L:T:CD4:Treg
TTR58.0322	L:T:CD4:Treg
TTR59.0322	L:T:CD4:Treg
TTR60.0322	L:T:CD4:Treg
TTR6.0322	L:T:CD4:Treg
TTR61.0322	L:T:CD4:Treg
TTR62.0322	L:T:CD4:Treg
TTR63.0322	L:T:CD4:Ex
TTR64.0322	L:T:CD4:Treg
TTR65.0322	L:T:CD4:Treg
TTR66.0322	L:T:CD4:Treg
TTR67.0322	L:T:CD4:Treg
TTR68.0322	L:T:CD4:Treg
TTR69.0322	L:T:CD4:Treg
TTR70.0322	L:T:CD4:Treg
TTR7.0322	L:T:CD4:Treg
TTR71.0322	L:T:CD4:Treg
TTR72.0322	L:T:CD4:Treg
TTR74.0322	L:T:CD4:Ex
TTR75.0322	L:T:CD4:Ex
TTR76.0322	L:T:CD4:Treg
TTR77.0322	M:Mega
TTR78.0322	L:T:CD4:Treg
TTR80.0322	L:T:CD4:Treg
TTR81.0322	L:T:CD4:Treg
TTR82.0322	L:T:CD4:Treg
TTR83.0322	L:T:CD4:Treg
TTR85.0322	L:B
TTR86.0322	L:T:CD4:Treg
TTR87.0322	L:T:CD4:Treg
TTR88.0322	L:T:CD4:Treg
TTR89.0322	L:T:CD4:Treg
TTR90.0322	L:T:CD4:Treg
TTR9.0322	L:T:CD4:Ex
TTR91.0322	L:T:CD4:Treg
TTR92.0322	L:T:CD4:Treg
TTR93.0322	L:B
TTR95.0322	L:T:CD4:Treg
TTR96.0322	L:T:CD4:Treg
TTR97.0322	L:B
TTR98.0322	L:T:CD4:Treg
TTR99.0322	L:T:CD4:Treg
NTC1.0407	M:Mega
NTC19.0407	L:T:CD8:Ex
NTC20.0407	L:T:CD8:Ex
NTC2.0407	L:T:CD8:EM
NTC21.0407	L:T:CD8:EM
NTC22.0407	L:T:CD8:TRM
NTC23.0407	L:B
NTC24.0407	L:T:CD8:TRM
NTC25.0407	L:T:CD8:EM
NTC26.0407	L:T:CD8:EMRA
NTC27.0407	L:NK
NTC28.0407	L:T:CD8:TRM
NTC29.0407	L:T:CD8:EM
NTC30.0407	L:T:CD8:TRM
NTC3.0407	L:T:CD8:EM
NTC31.0407	L:unconvT:MAIT
NTC33.0407	L:T:CD8:TRM
NTC34.0407	L:T:CD8:TRM
NTC35.0407	L:T:CD8:EMRA
NTC36.0407	L:T:CD8:EM
NTC37.0407	L:T:CD8:EM
NTC38.0407	L:T:CD8:EMRA
NTC39.0407	L:T:CD8:TRM
NTC40.0407	L:T:CD8:EM
NTC41.0407	L:T:CD8:EM
NTC42.0407	L:T:CD4:EM
NTC43.0407	L:T:CD8:TRM
NTC44.0407	L:T:CD8:EMRA
NTC45.0407	L:T:CD8:EM
NTC46.0407	L:T:CD8:TRM
NTC47.0407	L:T:CD8:EMRA
NTC48.0407	L:T:CD8:EMRA
NTC49.0407	L:T:CD8:TRM
NTC5.0407	L:T:CD8:TRM
NTC51.0407	L:T:CD8:EM
NTC52.0407	L:T:CD8:EM
NTC53.0407	L:T:CD8:TRM
NTC54.0407	L:T:CD8:EMRA
NTC55.0407	L:T:CD8:EM
NTC56.0407	L:T:CD8:EM
NTC58.0407	L:T:CD8:EM
NTC59.0407	L:T:CD8:EMRA
NTC60.0407	L:T:CD8:EM
NTC6.0407	L:T:CD8:TRM
NTC61.0407	L:T:CD8:EM
NTC63.0407	L:T:CD8:TRM
NTC64.0407	L:T:CD8:Ex
NTC65.0407	L:T:CD8:TRM
NTC66.0407	L:NK
NTC67.0407	L:T:CD8:Ex
NTC68.0407	L:T:CD8:TRM
NTC69.0407	L:T:CD8:Naive
NTC70.0407	L:T:CD8:TRM
NTC7.0407	L:T:CD8:Ex
NTC71.0407	L:T:CD8:EMRA
NTC72.0407	L:T:CD8:EM
NTC73.0407	L:T:CD8:TRM
NTC74.0407	L:T:CD8:EM
NTC75.0407	L:T:CD8:EM
NTC76.0407	L:T:CD8:EMRA
NTC77.0407	L:NK
NTC78.0407	L:NK
NTC79.0407	L:T:CD8:EMRA
NTC80.0407	L:T:CD8:TRM
NTC8.0407	L:T:CD8:TRM
NTC81.0407	L:B
NTC82.0407	L:T:CD8:TRM
NTC83.0407	L:T:CD8:TRM
NTC84.0407	L:T:CD8:TRM
NTC85.0407	L:T:CD8:EMRA
NTC86.0407	L:T:CD8:EM
NTC87.0407	L:T:CD8:EMRA
NTC88.0407	L:T:CD8:EM
NTC90.0407	L:T:CD8:EMRA
NTC9.0407	L:T:CD8:EMRA
NTC91.0407	L:T:CD8:EMRA
NTC92.0407	L:T:CD8:TRM
NTC93.0407	L:T:CD8:EM
NTC94.0407	L:unconvT:MAIT
NTC95.0407	L:NK
NTC96.0407	L:T:CD4:Tfh
PTC10.0407	L:T:CD4:Treg
PTC1.0407	L:NK
PTC11.0407	L:T:CD8:EMRA
PTC12.0407	L:NK
PTC13.0407	L:T:CD8:EM
PTC14.0407	L:NK
PTC15.0407	L:T:CD8:EMRA
PTC16.0407	L:T:CD8:EMRA
PTC19.0407	L:T:CD8:EMRA
PTC20.0407	L:T:CD4:Naive
PTC2.0407	L:T:CD8:TRM
PTC21.0407	L:T:CD8:EMRA
PTC22.0407	L:T:CD8:EMRA
PTC23.0407	L:T:CD8:TRM
PTC24.0407	L:NK
PTC25.0407	L:T:CD8:EMRA
PTC26.0407	L:T:CD8:EMRA
PTC27.0407	L:T:CD8:Naive
PTC28.0407	L:T:CD8:EM
PTC29.0407	L:NK
PTC30.0407	L:T:CD8:TRM
PTC3.0407	L:B
PTC36.0407	L:NK
PTC38.0407	L:T:CD8:TRM
PTC4.0407	L:NK
PTC41.0407	L:unconvT:gdT
PTC42.0407	L:NK
PTC43.0407	L:NK
PTC46.0407	L:T:CD8:EM
PTC47.0407	L:T:CD8:TRM
PTC48.0407	L:NK
PTC49.0407	L:T:CD4:Treg
PTC50.0407	L:NK
PTC5.0407	L:T:CD4:TRM
PTC51.0407	L:NK
PTC52.0407	L:T:CD8:TRM
PTC53.0407	L:NK
PTC54.0407	L:T:CD8:TRM
PTC56.0407	L:T:CD4:Treg
PTC57.0407	L:T:CD8:EMRA
PTC59.0407	L:NK
PTC60.0407	L:T:CD4:Treg
PTC6.0407	L:B
PTC61.0407	L:B:PC
PTC62.0407	L:T:CD8:TRM
PTC63.0407	L:T:CD8:TRM
PTC64.0407	L:T:CD4:Treg
PTC65.0407	L:B
PTC67.0407	L:B
PTC68.0407	L:T:CD8:TRM
PTC69.0407	L:T:CD8:EMRA
PTC70.0407	L:T:CD8:Naive
PTC7.0407	L:NK
PTC71.0407	L:T:CD8:Naive
PTC72.0407	L:T:CD8:EM
PTC73.0407	L:T:CD8:TRM
PTC74.0407	L:T:CD8:EMRA
PTC75.0407	L:NK
PTC76.0407	L:NK
PTC77.0407	L:T:CD8:TRM
PTC79.0407	L:T:CD4:TRM
PTC80.0407	L:unconvT:MAIT
PTC8.0407	L:B
PTC81.0407	L:NK
PTC82.0407	L:T:CD8:TRM
PTC83.0407	L:T:CD4:Treg
PTC84.0407	L:T:CD8:TRM
PTC85.0407	L:unconvT:gdT
PTC86.0407	L:T:CD8:EMRA
PTC87.0407	L:T:CD8:EMRA
PTC89.0407	L:T:CD8:TRM
PTC90.0407	L:T:CD8:TRM
PTC9.0407	M:cDC
PTC91.0407	L:T:CD8:TRM
PTC92.0407	L:T:CD8:EM
PTC93.0407	L:NK
PTC94.0407	L:NK
PTC95.0407	L:T:CD8:EMRA
PTC96.0407	L:T:CD8:EM
PTH7.0407	L:T:CD4:Treg
PTH71.0407	L:B
PTH72.0407	L:B
PTH73.0407	L:B
PTH74.0407	L:B
PTH8.0407	L:T:CD4:Treg
PTH81.0407	L:B
PTH82.0407	L:B
PTR11.0407	L:T:CD4:Treg
PTR13.0407	L:T:CD4:Treg
PTR14.0407	L:T:CD4:Treg
PTR15.0407	L:T:CD4:Treg
PTR18.0407	L:T:CD4:Treg
PTR20.0407	L:T:CD4:Treg
PTR2.0407	L:T:CD4:Treg
PTR3.0407	L:T:CD4:Treg
PTR4.0407	L:NK
PTR41.0407	L:T:CD4:Treg
PTR47.0407	L:T:CD4:Treg
PTR5.0407	L:T:CD4:Naive
PTR54.0407	L:T:CD4:Treg
PTR56.0407	L:T:CD4:Treg
PTR57.0407	L:T:CD4:Treg
PTR58.0407	L:B
PTR59.0407	L:T:CD4:Treg
PTR60.0407	L:T:CD4:Treg
PTR61.0407	L:T:CD4:Treg
PTR64.0407	L:T:CD4:Treg
PTR65.0407	L:T:CD4:Treg
PTR66.0407	L:T:CD4:Treg
PTR67.0407	L:T:CD4:Treg
PTR68.0407	L:T:CD4:Naive
PTR69.0407	L:T:CD4:Treg
PTR71.0407	L:T:CD4:Treg
PTR72.0407	L:T:CD4:Treg
PTR73.0407	L:T:CD4:Treg
PTR74.0407	L:T:CD4:Treg
PTR75.0407	L:T:CD4:Treg
PTR76.0407	L:T:CD4:Treg
PTR79.0407	L:NK
PTR80.0407	L:T:CD4:Treg
PTR8.0407	L:T:CD4:Treg
TTC1.0407	L:T:CD8:TRM
TTC15.0407	L:NK
TTC17.0407	L:NK
TTC18.0407	L:NK
TTC19.0407	L:NK
TTC2.0407	L:NK
TTC22.0407	L:T:CD8:TRM
TTC23.0407	L:B
TTC25.0407	L:NK
TTC26.0407	L:NK
TTC28.0407	L:NK
TTC29.0407	L:T:CD8:TRM
TTC30.0407	L:NK
TTC3.0407	L:T:CD8:TRM
TTC31.0407	L:NK
TTC32.0407	L:B
TTC33.0407	L:B
TTC34.0407	L:T:CD8:TRM
TTC36.0407	L:B:PC
TTC37.0407	L:T:CD8:TRM
TTC38.0407	L:NK
TTC39.0407	L:T:CD8:TRM
TTC41.0407	L:T:CD8:Ex
TTC43.0407	L:T:CD8:TRM
TTC44.0407	L:T:CD8:TRM
TTC46.0407	L:unconvT:MAIT
TTC47.0407	L:unconvT:MAIT
TTC48.0407	L:T:CD8:TRM
TTC50.0407	L:T:CD8:TRM
TTC51.0407	L:T:CD8:TRM
TTC52.0407	L:T:CD8:EMRA
TTC53.0407	L:T:CD8:TRM
TTC54.0407	L:T:CD8:TRM
TTC55.0407	L:T:CD8:TRM
TTC56.0407	L:NK
TTC58.0407	L:T:CD8:EMRA
TTC60.0407	L:T:CD8:TRM
TTC62.0407	L:T:CD8:TRM
TTC65.0407	L:T:CD8:TRM
TTC66.0407	L:T:CD8:TRM
TTC67.0407	L:T:CD8:EM
TTC70.0407	L:NK
TTC7.0407	L:T:CD8:TRM
TTC72.0407	L:NK
TTC73.0407	L:T:CD8:TRM
TTC74.0407	L:NK
TTC76.0407	L:T:CD8:TRM
TTC77.0407	L:T:CD8:TRM
TTC78.0407	L:T:CD8:TRM
TTC81.0407	L:T:CD8:TRM
TTC82.0407	L:NK
TTC83.0407	L:NK
TTC84.0407	L:T:CD4:TRM
TTC85.0407	L:T:CD8:EM
TTC86.0407	L:NK
TTC87.0407	L:T:CD8:EMRA
TTC88.0407	L:unconvT:MAIT
TTC90.0407	L:T:CD8:TRM
TTC92.0407	L:T:CD8:TRM
TTC94.0407	L:T:CD8:TRM
TTC95.0407	L:T:CD8:EM
TTC96.0407	L:T:CD8:TRM
